,,tf_Pval,tf_Pval,tf_Pval,tf_Coef,tf_Coef,tf_Coef
,,Replication,TCGA,Same??,Replication,TCGA,Same??
175,NA,,,False,,,False
176,NA,,,False,,,False
177,NA,,,False,,,False
178,NA,,,False,,,False
179,NA,,,False,,,False
180,NA,,,False,,,False
181,NA,,,False,,,False
182,NA,,,False,,,False
183,NA,,,,,,
184,NA,,,False,,,False
185,NA,,,False,,,False
186,NA,,,False,,,False
187,NA,,,False,,,False
188,NA,,,False,,,False
189,NA,,,False,,,False
190,NA,,,False,,,False
191,NA,,,,,,
192,NA,,,False,,,False
193,NA,,,False,,,False
194,NA,,,,,,
195,NA,,,False,,,False
196,NA,,,False,,,False
197,NA,,,False,,,False
198,NA,,,False,,,False
199,NA,,,False,,,False
200,NA,,,False,,,False
201,NA,,,False,,,False
202,NA,,,,,,
203,NA,,,False,,,False
204,NA,,,,,,
205,NA,,,False,,,False
206,NA,,,False,,,False
207,NA,,,False,,,False
208,NA,,,,,,
209,NA,,,False,,,False
210,NA,,,False,,,False
211,NA,,,False,,,False
212,NA,,,False,,,False
213,NA,,,False,,,False
214,NA,,,False,,,False
215,NA,,,False,,,False
216,NA,,,False,,,False
217,NA,,,False,,,False
218,NA,,,,,,
219,NA,,,False,,,False
220,NA,,,,,,
221,NA,,,False,,,False
222,NA,,,False,,,False
223,NA,,,False,,,False
224,NA,,,,,,
225,NA,,,,,,
226,NA,,,False,,,False
227,NA,,,False,,,False
228,NA,,,,,,
229,NA,,,False,,,False
230,NA,,,False,,,False
231,NA,,,False,,,False
232,NA,,,False,,,False
233,NA,,,False,,,False
234,NA,,,,,,
235,NA,,,False,,,False
236,NA,,,False,,,False
237,NA,,,False,,,False
238,NA,,,False,,,False
239,NA,,,False,,,False
240,NA,,,False,,,False
241,NA,,,False,,,False
242,NA,,,False,,,False
243,NA,,,False,,,False
244,NA,,,False,,,False
245,NA,,,False,,,False
246,NA,,,False,,,False
247,NA,,,,,,
248,NA,,,False,,,False
249,NA,,,False,,,False
250,NA,,,False,,,False
251,NA,,,False,,,False
252,NA,,,False,,,False
253,NA,,,,,,
254,NA,,,False,,,False
255,NA,,,False,,,False
256,NA,,,False,,,False
257,NA,,,False,,,False
258,NA,,,False,,,False
259,NA,,,False,,,False
260,NA,,,,,,
261,NA,,,False,,,False
262,NA,,,False,,,False
263,NA,,,False,,,False
264,NA,,,False,,,False
265,NA,,,False,,,False
266,NA,,,False,,,False
267,NA,,,,,,
268,NA,,,False,,,False
269,NA,,,False,,,False
270,NA,,,False,,,False
271,NA,,,False,,,False
272,NA,,,,,,
273,NA,,,False,,,False
274,NA,,,False,,,False
275,NA,,,False,,,False
276,NA,,,False,,,False
277,NA,,,False,,,False
278,NA,,,,,,
279,NA,,,False,,,False
280,NA,,,False,,,False
281,NA,,,False,,,False
282,NA,,,False,,,False
283,NA,,,False,,,False
284,NA,,,False,,,False
285,NA,,,False,,,False
286,NA,,,False,,,False
287,NA,,,,,,
288,NA,,,False,,,False
289,NA,,,False,,,False
290,NA,,,,,,
291,NA,,,False,,,False
292,NA,,,,,,
293,NA,,,False,,,False
294,NA,,,False,,,False
295,NA,,,False,,,False
296,NA,,,False,,,False
297,NA,,,False,,,False
298,NA,,,False,,,False
299,NA,,,,,,
300,NA,,,False,,,False
301,NA,,,,,,
302,NA,,,False,,,False
303,NA,,,,,,
304,NA,,,False,,,False
305,NA,,,False,,,False
306,NA,,,,,,
307,NA,,,False,,,False
308,NA,,,False,,,False
309,NA,,,False,,,False
310,NA,,,,,,
311,NA,,,False,,,False
312,NA,,,False,,,False
313,NA,,,False,,,False
314,NA,,,False,,,False
315,NA,,,,,,
316,NA,,,False,,,False
317,NA,,,False,,,False
318,NA,,,False,,,False
319,NA,,,False,,,False
320,NA,,,False,,,False
321,NA,,,False,,,False
322,NA,,,,,,
323,NA,,,False,,,False
324,NA,,,False,,,False
325,NA,,,False,,,False
326,NA,,,False,,,False
327,NA,,,False,,,False
328,NA,,,False,,,False
329,NA,,,False,,,False
330,NA,,,False,,,False
331,NA,,,False,,,False
332,NA,,,False,,,False
333,NA,,,False,,,False
334,NA,,,,,,
335,NA,,,False,,,False
336,NA,,,False,,,False
337,NA,,,False,,,False
338,NA,,,False,,,False
339,NA,,,False,,,False
340,NA,,,False,,,False
341,NA,,,False,,,False
342,NA,,,False,,,False
343,NA,,,False,,,False
344,NA,,,False,,,False
345,NA,,,False,,,False
346,NA,,,False,,,False
347,NA,,,False,,,False
348,NA,,,False,,,False
349,NA,,,False,,,False
350,NA,,,False,,,False
351,NA,,,False,,,False
352,NA,,,False,,,False
353,NA,,,False,,,False
354,NA,,,,,,
355,NA,,,False,,,False
356,NA,,,False,,,False
357,NA,,,False,,,False
358,NA,,,False,,,False
359,NA,,,False,,,False
360,NA,,,False,,,False
361,NA,,,False,,,False
362,NA,,,False,,,False
363,NA,,,False,,,False
364,NA,,,False,,,False
365,NA,,,False,,,False
366,NA,,,False,,,False
367,NA,,,False,,,False
368,NA,,,False,,,False
369,NA,,,False,,,False
370,NA,,,False,,,False
371,NA,,,False,,,False
372,NA,,,False,,,False
373,NA,,,False,,,False
374,NA,,,,,,
375,NA,,,False,,,False
376,NA,,,False,,,False
377,NA,,,False,,,False
378,NA,,,,,,
379,NA,,,,,,
380,NA,,,False,,,False
381,NA,,,False,,,False
382,NA,,,False,,,False
383,NA,,,False,,,False
384,NA,,,False,,,False
385,NA,,,,,,
386,NA,,,False,,,False
387,NA,,,,,,
388,NA,,,,,,
389,NA,,,False,,,False
390,NA,,,False,,,False
391,NA,,,False,,,False
392,NA,,,,,,
393,NA,,,False,,,False
394,NA,,,False,,,False
395,NA,,,False,,,False
396,NA,,,False,,,False
397,NA,,,False,,,False
398,NA,,,False,,,False
399,NA,,,False,,,False
400,NA,,,False,,,False
401,NA,,,False,,,False
402,NA,,,False,,,False
403,NA,,,False,,,False
404,NA,,,False,,,False
405,NA,,,False,,,False
406,NA,,,False,,,False
407,NA,,,False,,,False
408,NA,,,False,,,False
409,NA,,,False,,,False
410,NA,,,False,,,False
411,NA,,,False,,,False
412,NA,,,,,,
413,NA,,,False,,,False
414,NA,,,,,,
415,NA,,,,,,
416,NA,,,False,,,False
417,NA,,,False,,,False
418,NA,,,False,,,False
419,NA,,,False,,,False
420,NA,,,False,,,False
421,NA,,,False,,,False
422,NA,,,False,,,False
423,NA,,,,,,
424,NA,,,False,,,False
425,NA,,,False,,,False
426,NA,,,,,,
427,NA,,,False,,,False
428,NA,,,False,,,False
429,NA,,,False,,,False
430,NA,,,False,,,False
431,NA,,,False,,,False
432,NA,,,False,,,False
433,NA,,,False,,,False
434,NA,,,False,,,False
435,NA,,,False,,,False
436,NA,,,False,,,False
437,NA,,,,,,
438,NA,,,,,,
439,NA,,,False,,,False
440,NA,,,False,,,False
441,NA,,,False,,,False
442,NA,,,False,,,False
443,NA,,,False,,,False
444,NA,,,False,,,False
445,NA,,,False,,,False
446,NA,,,False,,,False
447,NA,,,False,,,False
448,NA,,,False,,,False
449,NA,,,False,,,False
450,NA,,,False,,,False
451,NA,,,False,,,False
452,NA,,,False,,,False
453,NA,,,False,,,False
454,NA,,,False,,,False
455,NA,,,False,,,False
456,NA,,,False,,,False
457,NA,,,False,,,False
458,NA,,,False,,,False
459,NA,,,False,,,False
460,NA,,,False,,,False
461,NA,,,False,,,False
462,NA,,,False,,,False
463,NA,,,False,,,False
464,NA,,,,,,
465,NA,,,False,,,False
466,NA,,,False,,,False
467,NA,,,,,,
468,NA,,,False,,,False
469,NA,,,False,,,False
470,NA,,,False,,,False
471,NA,,,False,,,False
472,NA,,,False,,,False
473,NA,,,False,,,False
474,NA,,,False,,,False
475,NA,,,False,,,False
476,NA,,,False,,,False
477,NA,,,,,,
478,NA,,,,,,
479,NA,,,False,,,False
480,NA,,,False,,,False
481,NA,,,False,,,False
482,NA,,,False,,,False
483,NA,,,False,,,False
484,NA,,,,,,
485,NA,,,False,,,False
486,NA,,,False,,,False
487,NA,,,False,,,False
488,NA,,,,,,
489,NA,,,False,,,False
490,NA,,,False,,,False
491,NA,,,False,,,False
492,NA,,,False,,,False
493,NA,,,,,,
494,NA,,,False,,,False
495,NA,,,False,,,False
496,NA,,,False,,,False
497,NA,,,False,,,False
498,NA,,,False,,,False
499,NA,,,False,,,False
500,NA,,,False,,,False
501,NA,,,False,,,False
502,NA,,,False,,,False
503,NA,,,False,,,False
504,NA,,,False,,,False
505,NA,,,False,,,False
506,NA,,,,,,
507,NA,,,,,,
508,NA,,,,,,
509,NA,,,False,,,False
510,NA,,,False,,,False
511,NA,,,False,,,False
512,NA,,,,,,
513,NA,,,False,,,False
514,NA,,,False,,,False
515,NA,,,False,,,False
516,NA,,,False,,,False
517,NA,,,False,,,False
518,NA,,,False,,,False
519,NA,,,False,,,False
520,NA,,,False,,,False
521,NA,,,False,,,False
522,NA,,,False,,,False
523,NA,,,False,,,False
524,NA,,,False,,,False
525,NA,,,False,,,False
526,NA,,,False,,,False
527,NA,,,False,,,False
528,NA,,,False,,,False
529,NA,,,False,,,False
530,NA,,,,,,
531,NA,,,False,,,False
532,NA,,,,,,
533,NA,,,False,,,False
534,NA,,,,,,
535,NA,,,False,,,False
536,NA,,,False,,,False
537,NA,,,,,,
538,NA,,,False,,,False
539,NA,,,False,,,False
540,NA,,,False,,,False
541,NA,,,False,,,False
542,NA,,,False,,,False
543,NA,,,False,,,False
544,NA,,,False,,,False
545,NA,,,False,,,False
546,NA,,,False,,,False
547,NA,,,False,,,False
548,NA,,,False,,,False
549,NA,,,False,,,False
550,NA,,,,,,
551,NA,,,False,,,False
552,NA,,,False,,,False
553,NA,,,False,,,False
554,NA,,,False,,,False
555,NA,,,False,,,False
556,NA,,,False,,,False
557,NA,,,,,,
558,NA,,,False,,,False
559,NA,,,False,,,False
560,NA,,,False,,,False
561,NA,,,False,,,False
562,NA,,,False,,,False
563,NA,,,False,,,False
564,NA,,,False,,,False
565,NA,,,False,,,False
566,NA,,,False,,,False
567,NA,,,False,,,False
568,NA,,,False,,,False
569,NA,,,False,,,False
570,NA,,,False,,,False
571,NA,,,False,,,False
572,NA,,,False,,,False
573,NA,,,False,,,False
574,NA,,,False,,,False
575,NA,,,,,,
576,NA,,,,,,
577,NA,,,,,,
578,NA,,,False,,,False
579,NA,,,False,,,False
580,NA,,,,,,
581,NA,,,False,,,False
582,NA,,,False,,,False
583,NA,,,False,,,False
584,NA,,,False,,,False
585,NA,,,False,,,False
586,NA,,,False,,,False
587,NA,,,False,,,False
588,NA,,,False,,,False
589,NA,,,False,,,False
590,NA,,,False,,,False
591,NA,,,False,,,False
592,NA,,,False,,,False
593,NA,,,False,,,False
594,NA,,,False,,,False
595,NA,,,False,,,False
596,NA,,,False,,,False
597,NA,,,False,,,False
598,NA,,,False,,,False
599,NA,,,,,,
600,NA,,,False,,,False
601,NA,,,False,,,False
602,NA,,,False,,,False
603,NA,,,False,,,False
604,NA,,,False,,,False
605,NA,,,False,,,False
606,NA,,,False,,,False
607,NA,,,False,,,False
608,NA,,,False,,,False
609,NA,,,False,,,False
610,NA,,,False,,,False
611,NA,,,False,,,False
612,NA,,,False,,,False
613,NA,,,False,,,False
614,NA,,,False,,,False
615,NA,,,False,,,False
616,NA,,,False,,,False
617,NA,,,False,,,False
618,NA,,,False,,,False
619,NA,,,False,,,False
620,NA,,,,,,
621,NA,,,False,,,False
622,NA,,,False,,,False
623,NA,,,False,,,False
624,NA,,,False,,,False
625,NA,,,False,,,False
626,NA,,,False,,,False
627,NA,,,False,,,False
628,NA,,,,,,
629,NA,,,False,,,False
630,NA,,,False,,,False
631,NA,,,False,,,False
632,NA,,,False,,,False
633,NA,,,False,,,False
634,NA,,,False,,,False
635,NA,,,False,,,False
636,NA,,,False,,,False
637,NA,,,,,,
638,NA,,,False,,,False
639,NA,,,False,,,False
640,NA,,,,,,
641,NA,,,False,,,False
642,NA,,,False,,,False
643,NA,,,False,,,False
644,NA,,,False,,,False
645,NA,,,False,,,False
646,NA,,,False,,,False
647,NA,,,False,,,False
648,NA,,,False,,,False
649,NA,,,,,,
650,NA,,,False,,,False
651,NA,,,False,,,False
652,NA,,,,,,
653,NA,,,False,,,False
654,NA,,,False,,,False
655,NA,,,False,,,False
656,NA,,,False,,,False
657,NA,,,,,,
658,NA,,,False,,,False
659,NA,,,False,,,False
